external_bet_id,external_player_id,stake_amount,odds,potential_payout,settled_payout,bet_type,product_type,sport,market_type,event_id,selection,channel,placed_at,settled_at,status,game_id,game_name,game_provider,game_category,rtp_teorico
BET-000848,PLY-NORM-060,196.63,6.85,1346.91,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,WIMBLEDON_R1_20260315,BTTS Yes,WEB,2026-01-07T11:04:48Z,2026-01-08T14:04:48Z,LOST,,,,,
BET-001214,PLY-INCO-082,3348.94,4.27,14299.98,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,SAN_VS_VAS_20260317,Home Win,APP,2026-01-07T13:16:16Z,2026-01-07T23:16:16Z,LOST,,,,,
BET-001092,PLY-NORM-073,122.68,7.35,901.69,0.00,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,PAL_VS_SAO_20260321,Home Win,WEB,2026-01-07T15:31:36Z,2026-01-09T17:31:36Z,LOST,,,,,
BET-000009,PLY-NORM-001,171.20,2.94,503.33,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,GRE_VS_INT_20260322,Draw,WEB,2026-01-07T15:46:53Z,2026-01-08T16:46:53Z,LOST,,,,,
BET-001319,PLY-INCO-085,5150.99,4.70,24209.64,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,UFC_300_20260329,Over 2.5,WEB,2026-01-07T18:02:43Z,2026-01-09T15:02:43Z,LOST,,,,,
BET-000245,PLY-NORM-018,111.58,1.59,177.41,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,BAH_VS_FOR_20260319,Draw,TERMINAL,2026-01-07T19:41:14Z,2026-01-09T05:41:14Z,LOST,,,,,
BET-001067,PLY-NORM-072,112.26,6.34,711.70,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,BRA_VS_ARG_20260401,Away Win,APP,2026-01-07T19:52:56Z,2026-01-08T17:52:56Z,LOST,,,,,
BET-001634,PLY-STRU-098,367.40,2.79,1025.04,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,FLA_VS_COR_20260320,Over 2.5,APP,2026-01-07T20:35:03Z,2026-01-08T03:35:03Z,LOST,,,,,
BET-001955,PLY-BONU-115,159.86,,203.02,203.02,CASINO_LIVE,CASINO_LIVE,,,,,APP,2026-01-07T23:21:04Z,2026-01-10T15:21:04Z,WON,GAME-BLACKJACK-01,Infinite Blackjack,Evolution,LIVE,0.9956
BET-001267,PLY-INCO-083,5263.32,4.10,21579.61,4147.49,SPORTSBOOK,SPORTSBOOK,MMA,1X2,CRU_VS_AME_20260316,Draw,TERMINAL,2026-01-07T23:59:33Z,2026-01-08T09:59:33Z,CASHOUT,,,,,
BET-001684,PLY-NETW-103,482.53,5.12,2470.54,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,BAH_VS_FOR_20260319,Over 2.5,WEB,2026-01-08T01:30:06Z,2026-01-08T20:30:06Z,LOST,,,,,
BET-000337,PLY-NORM-025,234.61,4.84,1135.53,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,SAN_VS_VAS_20260317,Draw,WEB,2026-01-08T03:05:31Z,2026-01-10T23:05:31Z,LOST,,,,,
BET-001260,PLY-INCO-083,4405.31,1.96,8634.41,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,ATM_VS_CAP_20260318,BTTS Yes,TERMINAL,2026-01-08T04:34:38Z,2026-01-10T13:34:38Z,LOST,,,,,
BET-001449,PLY-INCO-089,2489.77,3.27,8141.54,8141.54,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,PAL_VS_SAO_20260321,Under 2.5,APP,2026-01-08T06:12:07Z,2026-01-09T03:12:07Z,WON,,,,,
BET-001104,PLY-NORM-074,260.99,1.80,469.78,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,ATM_VS_CAP_20260318,Away Win,WEB,2026-01-08T07:19:56Z,2026-01-09T17:19:56Z,LOST,,,,,
BET-001429,PLY-INCO-088,1940.41,2.11,4094.26,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,GRE_VS_INT_20260322,Under 2.5,WEB,2026-01-08T11:37:25Z,2026-01-08T15:37:25Z,LOST,,,,,
BET-000182,PLY-NORM-012,95.46,3.98,379.93,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,WIMBLEDON_R1_20260315,Over 2.5,APP,2026-01-08T12:57:11Z,2026-01-11T12:57:11Z,LOST,,,,,
BET-002029,PLY-PEP_-119,3242.63,4.21,13651.47,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,WIMBLEDON_R1_20260315,Draw,APP,2026-01-08T13:34:11Z,2026-01-09T10:34:11Z,LOST,,,,,
BET-002020,PLY-PEP_-119,6220.14,4.31,26808.82,26808.82,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,PAL_VS_SAO_20260321,Home Win,APP,2026-01-08T14:51:40Z,2026-01-09T08:51:40Z,WON,,,,,
BET-001292,PLY-INCO-084,932.49,3.42,3189.10,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,WIMBLEDON_R1_20260315,BTTS Yes,TERMINAL,2026-01-08T15:08:53Z,2026-01-10T22:08:53Z,LOST,,,,,
BET-001563,PLY-STRU-094,339.95,3.24,1101.45,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,BRA_VS_ARG_20260401,Over 2.5,TERMINAL,2026-01-08T18:45:16Z,2026-01-11T18:45:16Z,LOST,,,,,
BET-001488,PLY-INCO-090,2822.75,2.22,6266.51,6266.51,SPORTSBOOK,SPORTSBOOK,MMA,1X2,PAL_VS_SAO_20260321,Home Win,APP,2026-01-08T20:48:51Z,2026-01-09T15:48:51Z,WON,,,,,
BET-000999,PLY-NORM-067,105.78,4.62,488.73,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,BAH_VS_FOR_20260319,Over 2.5,TERMINAL,2026-01-08T22:16:02Z,2026-01-09T06:16:02Z,LOST,,,,,
BET-000632,PLY-NORM-045,140.89,7.35,1035.54,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,FLA_VS_COR_20260320,BTTS Yes,TERMINAL,2026-01-08T22:28:21Z,2026-01-11T06:28:21Z,LOST,,,,,
BET-001497,PLY-INCO-090,4356.78,2.64,11501.91,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,WIMBLEDON_R1_20260315,Under 2.5,WEB,2026-01-08T23:28:10Z,2026-01-11T22:28:10Z,LOST,,,,,
BET-000983,PLY-NORM-066,178.92,3.94,704.94,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,ATM_VS_CAP_20260318,Draw,WEB,2026-01-08T23:30:10Z,2026-01-09T05:30:10Z,LOST,,,,,
BET-001902,PLY-BONU-114,86.78,,119.75,119.75,CASINO_LIVE,CASINO_LIVE,,,,,APP,2026-01-09T00:15:24Z,2026-01-11T19:15:24Z,WON,GAME-BACCARAT-01,Speed Baccarat,Evolution,TABLE,0.9862
BET-001799,PLY-BONU-111,77.47,,83.66,83.66,CASINO_LIVE,CASINO_LIVE,,,,,TERMINAL,2026-01-09T00:35:17Z,2026-01-09T13:35:17Z,WON,GAME-POKER-01,Casino Hold'em,Evolution,TABLE,0.9747
BET-000044,PLY-NORM-003,412.06,5.86,2414.66,143.52,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,FLA_VS_COR_20260320,Over 2.5,TERMINAL,2026-01-09T04:27:01Z,2026-01-10T02:27:01Z,CASHOUT,,,,,
BET-001301,PLY-INCO-084,3374.98,4.05,13668.65,0.00,SPORTSBOOK,SPORTSBOOK,MMA,BOTH_TEAMS_SCORE,CRU_VS_AME_20260316,Over 2.5,WEB,2026-01-09T04:43:46Z,2026-01-09T07:43:46Z,LOST,,,,,
BET-000563,PLY-NORM-040,27.01,5.87,158.53,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,WIMBLEDON_R1_20260315,Under 2.5,APP,2026-01-09T09:17:29Z,2026-01-10T18:17:29Z,LOST,,,,,
BET-000482,PLY-NORM-036,111.16,2.39,265.67,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,SAN_VS_VAS_20260317,BTTS Yes,TERMINAL,2026-01-09T09:36:30Z,2026-01-11T00:36:30Z,LOST,,,,,
BET-000995,PLY-NORM-067,309.45,6.93,2144.51,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,Draw,WEB,2026-01-09T10:35:52Z,2026-01-09T11:35:52Z,LOST,,,,,
BET-000611,PLY-NORM-043,407.55,3.36,1369.37,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,CRU_VS_AME_20260316,Draw,TERMINAL,2026-01-09T10:36:35Z,2026-01-11T03:36:35Z,LOST,,,,,
BET-001896,PLY-BONU-114,66.01,,88.45,88.45,CASINO_LIVE,CASINO_LIVE,,,,,TERMINAL,2026-01-09T12:39:48Z,2026-01-11T21:39:48Z,WON,GAME-BLACKJACK-01,Infinite Blackjack,Evolution,LIVE,0.9956
BET-001506,PLY-STRU-091,385.09,2.11,812.54,812.54,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,SAN_VS_VAS_20260317,Home Win,WEB,2026-01-09T13:13:44Z,2026-01-11T13:13:44Z,WON,,,,,
BET-001383,PLY-INCO-087,6222.34,4.73,29431.68,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,FLA_VS_COR_20260320,BTTS Yes,TERMINAL,2026-01-09T14:29:28Z,2026-01-10T20:29:28Z,LOST,,,,,
BET-001421,PLY-INCO-088,2995.25,3.83,11471.81,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,BAH_VS_FOR_20260319,Home Win,APP,2026-01-09T15:46:24Z,2026-01-10T22:46:24Z,LOST,,,,,
BET-000809,PLY-NORM-057,54.39,1.65,89.75,32.32,SPORTSBOOK,SPORTSBOOK,MMA,1X2,CRU_VS_AME_20260316,Draw,APP,2026-01-09T16:29:40Z,2026-01-10T06:29:40Z,CASHOUT,,,,,
BET-000241,PLY-NORM-018,14.50,5.62,81.48,81.48,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,ATM_VS_CAP_20260318,Draw,APP,2026-01-09T18:01:15Z,2026-01-12T00:01:15Z,WON,,,,,
BET-001945,PLY-BONU-115,119.26,1.13,134.76,134.76,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,PAL_VS_SAO_20260321,Under 2.5,TERMINAL,2026-01-09T19:08:14Z,2026-01-11T17:08:14Z,WON,,,,,
BET-001425,PLY-INCO-088,2145.72,3.25,6973.60,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,BOT_VS_FLU_20260323,Draw,TERMINAL,2026-01-09T19:15:36Z,2026-01-11T13:15:36Z,LOST,,,,,
BET-000534,PLY-NORM-039,41.91,6.89,288.73,18.36,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,UFC_300_20260329,Away Win,WEB,2026-01-09T20:20:54Z,2026-01-12T00:20:54Z,CASHOUT,,,,,
BET-002025,PLY-PEP_-119,4982.43,4.02,20029.39,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,UFC_300_20260329,Under 2.5,TERMINAL,2026-01-09T21:25:33Z,2026-01-11T01:25:33Z,LOST,,,,,
BET-001164,PLY-NORM-079,273.26,2.18,595.71,595.71,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,BAH_VS_FOR_20260319,BTTS Yes,TERMINAL,2026-01-09T21:26:28Z,2026-01-10T18:26:28Z,WON,,,,,
BET-001688,PLY-NETW-103,653.22,1.76,1149.67,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,GRE_VS_INT_20260322,Away Win,APP,2026-01-09T21:59:19Z,2026-01-11T06:59:19Z,LOST,,,,,
BET-001278,PLY-INCO-084,1088.55,2.50,2721.37,846.37,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,GRE_VS_INT_20260322,Under 2.5,APP,2026-01-09T22:05:07Z,2026-01-12T03:05:07Z,CASHOUT,,,,,
BET-001274,PLY-INCO-084,3487.23,3.90,13600.18,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,CRU_VS_AME_20260316,Draw,TERMINAL,2026-01-09T22:09:44Z,2026-01-11T15:09:44Z,LOST,,,,,
BET-000849,PLY-NORM-060,186.10,5.49,1021.71,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,CRU_VS_AME_20260316,Away Win,TERMINAL,2026-01-09T22:18:00Z,2026-01-12T20:18:00Z,LOST,,,,,
BET-000160,PLY-NORM-011,110.29,1.77,195.21,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,GRE_VS_INT_20260322,BTTS Yes,WEB,2026-01-09T23:37:30Z,2026-01-12T03:37:30Z,LOST,,,,,
BET-000929,PLY-NORM-063,329.14,7.58,2494.86,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,CRU_VS_AME_20260316,Under 2.5,WEB,2026-01-10T01:08:49Z,2026-01-11T19:08:49Z,LOST,,,,,
BET-001142,PLY-NORM-076,82.78,6.85,567.05,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,GRE_VS_INT_20260322,Over 2.5,WEB,2026-01-10T01:25:03Z,2026-01-12T02:25:03Z,LOST,,,,,
BET-000296,PLY-NORM-023,23.16,6.97,161.46,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,HANDICAP,PAL_VS_SAO_20260321,BTTS Yes,APP,2026-01-10T01:25:28Z,2026-01-10T05:25:28Z,LOST,,,,,
BET-000841,PLY-NORM-059,45.20,2.36,106.68,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,ATM_VS_CAP_20260318,BTTS Yes,TERMINAL,2026-01-10T02:08:24Z,2026-01-12T10:08:24Z,LOST,,,,,
BET-000746,PLY-NORM-053,37.14,1.54,57.20,26.78,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,BAH_VS_FOR_20260319,Over 2.5,APP,2026-01-10T02:34:51Z,2026-01-10T17:34:51Z,CASHOUT,,,,,
BET-000881,PLY-NORM-061,216.23,4.69,1014.13,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,PAL_VS_SAO_20260321,Home Win,APP,2026-01-10T02:45:48Z,2026-01-11T21:45:48Z,LOST,,,,,
BET-000177,PLY-NORM-012,90.66,5.74,520.40,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,SAN_VS_VAS_20260317,Away Win,WEB,2026-01-10T03:20:37Z,2026-01-11T00:20:37Z,LOST,,,,,
BET-000532,PLY-NORM-038,255.33,3.31,845.13,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,Home Win,WEB,2026-01-10T05:43:12Z,2026-01-11T21:43:12Z,LOST,,,,,
BET-001809,PLY-BONU-111,109.43,1.19,130.22,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,WIMBLEDON_R1_20260315,Over 2.5,TERMINAL,2026-01-10T06:06:42Z,2026-01-11T19:06:42Z,LOST,,,,,
BET-001303,PLY-INCO-084,3671.55,2.37,8701.58,8701.58,SPORTSBOOK,SPORTSBOOK,MMA,1X2,CRU_VS_AME_20260316,Under 2.5,TERMINAL,2026-01-10T06:07:49Z,2026-01-12T15:07:49Z,WON,,,,,
BET-000167,PLY-NORM-011,167.82,3.19,535.34,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,NBA_LAL_VS_GSW_20260325,Away Win,WEB,2026-01-10T08:47:10Z,2026-01-12T07:47:10Z,LOST,,,,,
BET-000226,PLY-NORM-016,46.05,7.73,355.98,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Away Win,APP,2026-01-10T08:50:07Z,2026-01-12T09:50:07Z,LOST,,,,,
BET-000261,PLY-NORM-019,83.67,3.07,256.86,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,CRU_VS_AME_20260316,Under 2.5,WEB,2026-01-10T10:16:13Z,2026-01-10T12:16:13Z,LOST,,,,,
BET-000225,PLY-NORM-016,138.38,2.51,347.33,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,CRU_VS_AME_20260316,Home Win,APP,2026-01-10T11:08:37Z,2026-01-11T14:08:37Z,LOST,,,,,
BET-001215,PLY-INCO-082,4311.68,2.44,10520.50,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,ATM_VS_CAP_20260318,Home Win,TERMINAL,2026-01-10T11:23:06Z,2026-01-12T07:23:06Z,LOST,,,,,
BET-000113,PLY-NORM-007,18.81,5.34,100.44,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,BAH_VS_FOR_20260319,Home Win,APP,2026-01-10T11:27:11Z,2026-01-11T02:27:11Z,LOST,,,,,
BET-002006,PLY-PEP_-118,2023.43,3.43,6940.37,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,BRA_VS_ARG_20260401,Over 2.5,WEB,2026-01-10T13:00:51Z,2026-01-11T04:00:51Z,LOST,,,,,
BET-001100,PLY-NORM-074,196.27,3.33,653.58,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,CRU_VS_AME_20260316,Draw,APP,2026-01-10T13:54:14Z,2026-01-12T13:54:14Z,LOST,,,,,
BET-002015,PLY-PEP_-118,7343.58,4.61,33853.89,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,WIMBLEDON_R1_20260315,Under 2.5,WEB,2026-01-10T14:07:01Z,2026-01-11T14:07:01Z,LOST,,,,,
BET-000627,PLY-NORM-044,106.73,1.63,173.96,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,BOT_VS_FLU_20260323,BTTS Yes,APP,2026-01-10T15:31:47Z,2026-01-13T11:31:47Z,LOST,,,,,
BET-000775,PLY-NORM-055,82.87,2.34,193.92,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,CRU_VS_AME_20260316,Away Win,WEB,2026-01-10T15:37:07Z,2026-01-11T07:37:07Z,LOST,,,,,
BET-002004,PLY-PEP_-118,4696.02,3.88,18220.57,18220.57,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,UFC_300_20260329,Draw,APP,2026-01-10T18:48:08Z,2026-01-11T05:48:08Z,WON,,,,,
BET-001991,PLY-PEP_-118,7456.75,5.28,39371.66,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,SAN_VS_VAS_20260317,Home Win,WEB,2026-01-10T18:54:22Z,2026-01-11T02:54:22Z,LOST,,,,,
BET-000729,PLY-NORM-051,34.54,1.97,68.04,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,NBA_LAL_VS_GSW_20260325,Over 2.5,WEB,2026-01-10T21:06:49Z,2026-01-13T06:06:49Z,LOST,,,,,
BET-001447,PLY-INCO-089,1107.83,4.12,4564.25,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,WIMBLEDON_R1_20260315,Over 2.5,WEB,2026-01-10T21:41:07Z,2026-01-12T05:41:07Z,LOST,,,,,
BET-001419,PLY-INCO-088,3088.60,4.84,14948.83,14948.83,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,UFC_300_20260329,Under 2.5,TERMINAL,2026-01-10T22:09:39Z,2026-01-11T09:09:39Z,WON,,,,,
BET-000541,PLY-NORM-039,147.99,7.89,1167.63,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,CRU_VS_AME_20260316,Away Win,TERMINAL,2026-01-10T23:28:53Z,2026-01-13T14:28:53Z,LOST,,,,,
BET-001861,PLY-BONU-113,94.54,,138.02,0.00,CASINO_LIVE,CASINO_LIVE,,,,,WEB,2026-01-11T00:58:55Z,2026-01-12T16:58:55Z,LOST,GAME-BLACKJACK-01,Infinite Blackjack,Evolution,LIVE,0.9956
BET-000510,PLY-NORM-037,89.68,8.00,717.47,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,ATM_VS_CAP_20260318,BTTS Yes,TERMINAL,2026-01-11T02:24:54Z,2026-01-13T04:24:54Z,LOST,,,,,
BET-000711,PLY-NORM-050,25.15,1.74,43.76,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,SAN_VS_VAS_20260317,Draw,APP,2026-01-11T03:15:36Z,2026-01-11T22:15:36Z,LOST,,,,,
BET-000801,PLY-NORM-057,169.98,7.08,1203.47,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,NBA_LAL_VS_GSW_20260325,Away Win,APP,2026-01-11T04:05:11Z,2026-01-13T23:05:11Z,LOST,,,,,
BET-001883,PLY-BONU-113,109.78,1.38,151.49,151.49,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,NBA_LAL_VS_GSW_20260325,Draw,APP,2026-01-11T05:18:53Z,2026-01-13T00:18:53Z,WON,,,,,
BET-002000,PLY-PEP_-118,5740.33,4.50,25831.51,3096.58,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,NBA_LAL_VS_GSW_20260325,Home Win,APP,2026-01-11T05:39:35Z,2026-01-12T13:39:35Z,CASHOUT,,,,,
BET-001706,PLY-NETW-104,1936.55,5.62,10883.42,10883.42,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,BRA_VS_ARG_20260401,Under 2.5,WEB,2026-01-11T06:44:08Z,2026-01-14T02:44:08Z,WON,,,,,
BET-001543,PLY-STRU-093,242.67,1.55,376.13,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,HANDICAP,WIMBLEDON_R1_20260315,Away Win,WEB,2026-01-11T06:55:55Z,2026-01-12T07:55:55Z,LOST,,,,,
BET-000692,PLY-NORM-049,168.86,6.39,1078.99,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,WIMBLEDON_R1_20260315,BTTS Yes,TERMINAL,2026-01-11T07:32:59Z,2026-01-11T19:32:59Z,LOST,,,,,
BET-000493,PLY-NORM-036,74.25,2.64,196.03,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,BRA_VS_ARG_20260401,Under 2.5,APP,2026-01-11T10:05:28Z,2026-01-14T08:05:28Z,LOST,,,,,
BET-000408,PLY-NORM-030,39.27,7.53,295.72,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,GRE_VS_INT_20260322,Draw,TERMINAL,2026-01-11T10:25:47Z,2026-01-12T10:25:47Z,LOST,,,,,
BET-001228,PLY-INCO-082,4101.09,4.60,18865.03,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,WIMBLEDON_R1_20260315,Home Win,APP,2026-01-11T12:17:53Z,2026-01-13T14:17:53Z,LOST,,,,,
BET-001584,PLY-STRU-095,192.74,1.55,298.74,0.00,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,BOT_VS_FLU_20260323,Home Win,WEB,2026-01-11T14:27:12Z,2026-01-12T19:27:12Z,LOST,,,,,
BET-001647,PLY-NETW-100,1390.84,4.36,6064.07,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,FLA_VS_COR_20260320,Draw,TERMINAL,2026-01-11T14:45:31Z,2026-01-12T03:45:31Z,LOST,,,,,
BET-000508,PLY-NORM-037,120.01,2.71,325.22,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,PAL_VS_SAO_20260321,Over 2.5,WEB,2026-01-11T16:06:30Z,2026-01-14T06:06:30Z,LOST,,,,,
BET-001773,PLY-NETW-110,776.80,5.26,4085.98,0.00,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,SAN_VS_VAS_20260317,Under 2.5,WEB,2026-01-11T18:58:07Z,2026-01-13T20:58:07Z,LOST,,,,,
BET-000516,PLY-NORM-037,13.96,7.31,102.04,4.97,SPORTSBOOK,SPORTSBOOK,MMA,BOTH_TEAMS_SCORE,BRA_VS_ARG_20260401,Over 2.5,WEB,2026-01-11T18:59:15Z,2026-01-14T07:59:15Z,CASHOUT,,,,,
BET-000498,PLY-NORM-037,27.78,1.81,50.29,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,BRA_VS_ARG_20260401,Home Win,TERMINAL,2026-01-11T19:01:48Z,2026-01-12T10:01:48Z,LOST,,,,,
BET-000921,PLY-NORM-063,16.87,2.38,40.14,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,UFC_300_20260329,Away Win,APP,2026-01-11T19:18:00Z,2026-01-14T16:18:00Z,LOST,,,,,
BET-000986,PLY-NORM-066,208.56,5.75,1199.21,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,BOT_VS_FLU_20260323,Home Win,TERMINAL,2026-01-11T19:44:46Z,2026-01-13T07:44:46Z,LOST,,,,,
BET-000428,PLY-NORM-032,17.30,3.32,57.44,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,ATM_VS_CAP_20260318,Draw,APP,2026-01-11T20:33:24Z,2026-01-12T20:33:24Z,LOST,,,,,
BET-001834,PLY-BONU-112,77.30,1.25,96.63,96.63,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,NBA_LAL_VS_GSW_20260325,Under 2.5,WEB,2026-01-11T21:23:03Z,2026-01-14T21:23:03Z,WON,,,,,
BET-000902,PLY-NORM-062,48.85,5.73,279.92,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,UFC_300_20260329,Home Win,WEB,2026-01-11T21:57:15Z,2026-01-13T22:57:15Z,LOST,,,,,
BET-000121,PLY-NORM-007,36.08,2.91,104.98,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,BRA_VS_ARG_20260401,Over 2.5,WEB,2026-01-11T22:14:54Z,2026-01-12T09:14:54Z,LOST,,,,,
BET-001029,PLY-NORM-069,88.26,4.47,394.53,0.00,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,PAL_VS_SAO_20260321,Draw,TERMINAL,2026-01-11T22:23:08Z,2026-01-12T23:23:08Z,LOST,,,,,
BET-001973,PLY-PEP_-116,992.05,2.54,2519.81,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,SAN_VS_VAS_20260317,BTTS Yes,WEB,2026-01-11T22:32:12Z,2026-01-13T13:32:12Z,LOST,,,,,
BET-001136,PLY-NORM-076,44.49,5.41,240.68,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,GRE_VS_INT_20260322,Under 2.5,APP,2026-01-11T22:35:51Z,2026-01-13T18:35:51Z,LOST,,,,,
